name,ingredients,instructions,cuisine,course,diet,region,tier,total_time_mins,servings,url
Gujarati Biraj Recipe - Saffron Flavored Sweet Lentil Rice With Dry Fruits & Coconut,"1 cup Basmati rice,1/2 cup Chana dal (Bengal Gram Dal),1/4 cup Fresh coconut - grated,1 cup Sugar,1 teaspoon Cardamom Powder (Elaichi) - freshly pounded,3 Saffron strands,2 tablespoons Badam (Almond) - thinly sliced,2 tablespoons Pistachios - thinly sliced,2 tablespoons Cashew nuts - thinly sliced,2 tablespoons Raisins,4 tablespoons Ghee","To begin making the Gujarati Biraj Recipe, wash and soak the rice and dal in 3 cups of water for an hour.Heat 1 tablespoon of ghee in a small pan on medium heat; add the nuts and sauté them until well roasted. Keep aside.Heat 3 tablespoons ghee on medium heat; add the soaked rice and chana dal along with the water it was soaked in, cardamom powder, saffron and sugar. Stir well, until the sugar is dissolved.Turn the heat to low, cover the pan and simmer until the rice and gram dal is cooked and the water is fully absorbed. Once the water is fully absorbed and the rice and chana dal are cooked turn off the heat.Allow the Biraj to rest for 15 minutes. Finally stir in the freshly grated coconut, roasted nuts and raisins. Serve the Gujarati Biraj along with hot Gujarati Kadhi and Desi Kala Chana Curry.",Gujarati Recipes,Dinner,Vegetarian,Gujarati,1,90,4,http://www.archanaskitchen.com/gujarati-biraj-recipe-saffron-flavored-sweet-lentil-rice-with-dry-fruits-and-coconut
Chole Pindi Recipe,"1 cup black gram - soaked overnight, 2 cardamom, 1 onion - finely chopped, 1 cinnamon, 1 inch ginger - finely chopped, 2 green chillies - cut straight, 1/2 cup tomato puree, 1/2 small Spoon turmeric powder, 1 tsp pomegranate, 1 tsp coriander powder, 1/2 tsp garam masala powder, 1/2 tsp amchur - or lemon juice, 1/2 tsp red chilli powder, oil - or ghee, Salt - as per taste, cut 1 inch ginger - thin, Lemon - grind","To make the Chole Pindi Recipe, we will first cook the black gram in a pressure cooker. In a pressure cooker, pour the black gram along with water and salt as per the experiment. Cook until 4 to 5 come to the city. Turn off the gas and let the pressure drain automatically. Open the cooker and keep the gram separately. Now heat oil in a pan. Add onion, ginger, green chilli and cook till the onion becomes soft. After the onion becomes soft, add tomatoes, turmeric powder, coriander powder, garam masala powder, mango powder, red chilli powder, cinnamon, cardamom and cook till the tomatoes become soft. Now add black gram and mix. Cover the pan and cook it for 5 minutes. Turn off the gas and garnish with green coriander, ginger and lemon juice. Serve Chole Pindi Recipe with celery poori, boondi raita and flour halwa for dinner.",North Indian Recipes,Lunch,Vegetarian,Punjabi,1,620,4,https://www.archanaskitchen.com/chole-pindi-recipe-spicy-chickpea-curry-in-hindi
Gujarati Style Bhakri Recipe-A Multigrain Flat Bread,"1 cup Whole Wheat Flour,1 cup Jowar Flour (Sorghum),4 tablespoons Ghee,2 teaspoons Ajwain (Carom seeds) - or sesame seeds,1 teaspoon Whole Black Peppercorns - coarsely pounded,1/2 teaspoon Turmeric powder (Haldi),1/4 teaspoon Dry ginger powder,Salt - to taste","To begin making the Bhakri's, in a wide bowl, combine the flours, ghee, cumin seeds, ginger, red chilli powder and salt. Add water a little at a time and knead into very firm dough. Cover and set aside for 15 minutes.Preheat an iron skillet on medium heat. Divide the dough into 10 equal portions. Roll out each portion into a 4 inch diameter circle. Place the rolled dough on the heated skillet on medium heat.Cook each rolled portion of the bhakri dough on both sides until golden brown, putting light pressure using a wooden press, so the insides cook evenly.You will notice brown spots coming on very quickly if you your heat is very high. So take care and cook it evenly on medium heat. Optionally, many families cook the Bhakri’s in ghee to make it flakier.Bhakri also travels well, so if you have a long distance journey this would be an ideal bread to dip into your Masala Chai. Serve the Bhakri along with Lauki Channa Dal and a bowl of yogurt for dinner or a packed lunch.",Maharashtrian Recipes,North Indian Breakfast,Diabetic Friendly,Gujarati,1,50,4,http://www.archanaskitchen.com/bhakri-a-multigrain-gujarati-flat-bread-recipe
Amritsari dal recipe - Amritsari Dal (Recipe in Hindi),"1 cup black urad dal (split), 1/4 cup chana dal, 1 onion - finely chopped, 1 tomato - finely chopped, 2 green chillies - finely chopped, 1 inch ginger - grated, 2 long - finely chopped Take 1/2 teaspoon celery, 1/2 teaspoon red chili powder, 1/2 teaspoon garam masala powder, 1/2 teaspoon turmeric powder, 1 inch lentil sugar, salt - as per taste, oil - as per use","To make Amritsari dal, first wash and soak the lentils for 4 to 5 hours. Now heat the oil in a pressure cooker. Add lentils, tomatoes, turmeric powder and 3 cups of water. Turn off the cooker and cook until it comes to 4 cities. Allow the pressure to drain and keep the lentils separately. Now heat oil in a pan. Add onion, ginger, garlic and cook till the onion becomes soft. After the onion softens, add green chillies, tomatoes and remaining spices. Cook for 2 to 3 minutes. After 3 minutes, add dal and dal in it. Add water as per your taste, mash the lentils slightly and let it cook for 10 minutes. After cooking, turn off the gas and garnish with green coriander. Serve Amritsari dal with green tomato vegetable, boondi raita and phulka for the day's dinner.",Punjabi,Lunch,High Protein Vegetarian,Punjabi,1,40,4,http://www.archanaskitchen.com/amritsari-dal-recipe-in-hindi
Gujarati Sev Tameta Nu Shaak | Sev Tamatar Ki Sabzi Recipe,"6 Tomatoes - halved,1 tablespoon Ghee,1/2 teaspoon Mustard seeds,1/2 teaspoon Cumin seeds (Jeera),1 sprig Curry leaves - finely chopped,2 Green Chilli - slit,1 inch Ginger - finely chopped,1/2 teaspoon Turmeric powder (Haldi),1/2 teaspoon Red Chilli powder,1 tablespoon Jaggery,1/2 cup Sev,Salt - to taste","To begin making the Sev Tamatar Ki Sabzi Recipe / Sev Tameta Nu Shaak, prepare all the ingredients and keep ready.Place the tomatoes in the pressure cooker along with 2 tablespoons of water and pressure cook for 2 whistles and turn off the heat. Allow the pressure to release naturally.Once the pressure releases, transfer to a wide plate and allow the tomatoes to cool. Peel the skin off the tomatoes and finely chop them and keep aside.Heat oil in a saucepan on medium heat; add the mustard seeds, cumin seeds, curry leaves, green chillies and ginger and allow them to crackle and saute for a few seconds.Add cooked tomatoes, turmeric powder, red chilli powder, jaggery and salt. Sauté until all the ingredients are well combined.Give the Sev Tameta nu shaak a brisk boil for 3 to 4 minutes. Once done, add half of the sev, along with 1/4 cup of water and bring it to a boil and turn off the heat.Check the taste of the Sev Tameta Nu Shaak and adjust the salt and spices accordingly.Once done, stir in the chopped coriander leaves and serve hot.Serve the delicious Jain Style Sev Tameta Nu Shaak along with freshly made Gujarati Thepla for lunch or dinner.",Gujarati Recipes,Main Course,No Onion No Garlic (Sattvic),Gujarati,1,25,4,http://www.archanaskitchen.com/rajasthani-sev-tamatar-ki-sabzi-recipe
Gujarati Dal Recipe - Gujarati Dal (Recipe In Hindi),"1/2 cup tur dal, 1/2 teaspoon mustard, 1/2 teaspoon cumin seeds, 4 curry leaves - finely chopped, 1 teaspoon ginger - grated, 1 tomato - chopped, 2 kokum - or 1 lemon Juice, 1 inch cinnamon, 1/4 teaspoon asafoetida, 1/2 teaspoon turmeric powder -, 1/2 teaspoon red chili powder, 1 tablespoon peanuts, 2 tablespoons jaggery, 1 tablespoon oil, green coriander - finely Chopped, salt - as per taste","To make Gujarati lentils, firstly cook the Tuvar dal in 2 cups of water to become soft. Watch this video to cook dal in a pressure cooker. When cooked, mix the lentils well and make sure that there are no lumps in the lentils and the lentils are soft. Now heat the oil on low heat in a pan and add mustard seeds, cumin, curry leaves, ginger, cinnamon and let it cook. Now add tomato, turmeric powder, asafoetida, red chilli powder and roast the spices on low heat. When tomatoes become soft, cook them well by adding mixed dal, salt, jaggery, peanuts and 1 cup of water till it boils. After the dal is boiled, boil it on low flame for 5 to 10 minutes and turn off the gas and garnish with finely chopped green coriander. Serve Gujarati lentils with stuffed ladyfinger and roti. Take care not to cook the lentils and add water as needed.",Gujarati Recipes,Lunch,Vegetarian,Gujarati,1,20,2,http://www.archanaskitchen.com/gujarati-dal-recipe-in-hindi
One Pot Punjabi Rajma Masala Recipe - One Pot Punjabi Rajma Masala Recipe,"1 cup kidney beans, 1 inch ginger - finely chopped, 2 cloves garlic - finely chopped, 1 onion - chopped, 1/2 cup tomato puree, 1 tsp turmeric powder, 1 tsp cumin powder - bake, 1 small Spoon garam masala powder, 4 cardamom, 2 inch cinnamon, 1 tbsp butter, coriander leaves - a little, 1 tsp oil, salt - as per taste","To make One Pot Rajma Masala Recipe, first soak Rajma in 3 cups of water for 8 to 10 minutes. Now turn on the sauté mode in the electric pressure cooker. In this, heat the oil as per the usage. Now add onion, garlic, ginger and cook till the onion turns golden brown. Now add tomato puree, turmeric powder, cumin powder, garam masala powder, cardamom and cinnamon. Cook for 2 minutes. Now add the soaked rajma with water. Turn off the cooker and turn on the kidney mode. Allow the pressure to drain automatically after cooking. After the pressure comes out, you will see that the indicator is down. After the pressure comes out, open the cooker, take out in a bowl and garnish with green coriander. Serve the One Pot Punjabi Rajma Masala Recipe with rice and mint onion kachumbar salad for dinner.",North Indian Recipes,Main Course,Vegetarian,Punjabi,1,105,4,https://www.archanaskitchen.com/one-pot-punjabi-rajma-masala-recipe-in-preethi-electric-pressure-cooker-in-hindi
Healthy Veg Lollipop Recipe With Palak & Rajma,"1 cup Rajma (Large Kidney Beans) - 1 cup rajma,2 cups Spinach Leaves (Palak) - chopped & tightly packed,1/2 cup Rolled Oats - finely powdered,1 teaspoon Red Chilli powder,1 teaspoon Garam masala powder,1/2 teaspoon Cumin powder (Jeera),1/2 teaspoon Amchur (Dry Mango Powder),Salt - to taste,Sunflower Oil - as required,3 tablespoons Gram flour (besan),Water - as required,Turmeric powder (Haldi) - a pinch,Salt - to taste,1/2 cup Rolled Oats - coarsely powdered","To begin making the Healthy Veg Lollipop Recipe With Palak & Rajma, soak rajma in water for 7-8 hours or overnight. The quantity of rajma would have almost doubled.Drain the water and pressure cook the soaked rajma with fresh water upto 8 to 10 whistles/ about 30 minutes so that they are soft when pressed. Let the pressure release on its own.Drain the water from the rajma and use it for any other purpose (in a curry or to knead chapati dough). Do not discard this water.In the meantime, thoroughly wash palak leaves multiple times. Saute the spinach lighty in a pan without any oil until soft and the spinach shrinks. Turn off the heat and allow the spinach to cool.Now, finely powder rolled oats in a mixer/blender and set aside.In a mixing bowl, take cooked rajma and mash it well using a masher or with your hand. Do not make it completely smooth, but coarsely mash some of them. This will give you a nice texture when you bite the lollipops.Next, add the cooked spinach, oats powder, salt and all the spices mentioned under 'To make Palak Rajma Oats Lollipop' which includes red chilli powder, garam masala powder, cumin powder, amchur powder, salt and oil.Mix all the contents thoroughly so that it forms a soft non-sticky dough. You should be easily able to shape it into small balls. If your dough is sticky, you can add more oats powder. Make small lemon sized balls and set aside.Check the spices and salt and adjust to suit your taste.Now, you will have to make a thin paste of gram flour. For this, mix gram flour with salt and turmeric powder. Add water as required and whisk well to form a lump-free, thin paste. Set aside.Next, make a coarse powder of rolled oats and set aside. Coating the veg lollipops with oats gives a nice crunchy texture to them. Now, heat a paddu / appe / paniyaram pan and add few drops of oil to each of the cavities.Dip each of the veg lollipop balls in gram flour mixture and roll them gently over oats so that they are uniformly coated.Gently place the veg lollipop balls inside the oiled cavities of the paddu pan. Cook them in low-medium heat until light brown in colour. Flip the veg lollipops around so that they cook well on all sides.Once the veg lollipops they are done, transfer them onto a paper towel to remove excess oil. Gently prick each of them with a toothpick so that they resemble a lollipop. Serve Healthy Veg Lollipop Recipe With Palak & Rajma along with Dhaniya Pudina Chutney and Masala Chai for your tea party or as an evening snack.",North Indian Recipes,Appetizer,High Protein Vegetarian,Punjabi,1,65,15,http://www.archanaskitchen.com/healthy-veg-lollipop-recipe-with-palak-rajma
Smoked Dhaba Dal Recipe,"1/2 cup Arhar dal (Split Toor Dal),1/2 cup Green Moong Dal (Whole),1 Onion - finely chopped,2 Tomato - finely chopped,2 cloves Garlic - finely chopped,1 inch Ginger - finely chopped,1 Green Chilli - finely chopped,1 teaspoon Cumin powder (Jeera),1 teaspoon Coriander Powder (Dhania),1/2 teaspoon Red Chilli powder,1/2 teaspoon Turmeric powder (Haldi),1/2 teaspoon Black Salt (Kala Namak),Salt - to taste,Sunflower Oil - as required,1 tablespoon Ghee,1 teaspoon Cumin seeds (Jeera),2 Dry Red Chillies - broken,2 cloves Garlic - slivered,4 sprig Coriander (Dhania) Leaves - finely chopped,1 Charcoal","To begin making the Smoked Dhaba Dal Recipe; we will use the pressure cooker method to make the dal in one pot along with all the spices.Soak the tuvar dal and green moong dal for about an hour in water. Once you are through with the soaking time, get all the ingredients ready.Heat a teaspoon of oil in the pressure cooker; add the onions, ginger, garlic and green chillies and saute for a few minutes until the onions are lightly tender and softened. Add the tomatoes, and the remaining spices and saute until you smell the aromas coming through.Add the soaked dals, salt and add 3 cups of water. Cover the pressure cooker, place the weight on and cook until you hear 2 to 3 whistles. After two to three whistles, turn the heat to low and simmer the Dhaba Dal for about 5 to 8 minutes. Once done, turn off the heat and allow the pressure to release naturally.The dal continues to cook under the pressure, hence we allow it to rest until the pressure releases.Once the pressure releases; open the cooker and you will notice the dal cooked and mushy. That is how we want the Dhaba Dal to appear. Stir in the chopped coriander leaves and check the salt and spice levels. Adjust to suit your taste. Adjust the consistency of the dal, by adding water.Now the final step is to add the smoked flavor and to prepare the seasoning.To smoke the dal heat charcoal until red hot over the gas burner (direct flame). Once the coal is red hot, place it in a heatproof bowl.Place this bowl on top of the cooked lentils. Drizzle a teaspoon of ghee over the hot coal. The coal will begin to smoke almost instantly. At this stage, cover the dal pan and allow the smoke to circulate inside. This process of smoking a dal, is called Dhungar or Coal Smoking Technique.After about a minute, open the dal pan and you will see the smoke effect has withered. Transfer the Smoked Dhaba Dal to a serving bowl.For the seasoning; heat a teaspoon of ghee in a small pan; add the cumin seeds, the slivered garlic, and red chillies. Allow the cumin to crackle for a few seconds and turn off the heat. Pour this seasoning over the Smoked Dhaba Dal.Serve Smoked Dhaba Dal Recipe along with Garlic Naan and Palak Raita for a weekday meal.",Punjabi,Lunch,High Protein Vegetarian,Punjabi,1,50,4,http://www.archanaskitchen.com/smoked-dhaba-dal-recipe
Khatte Chole Recipe - A Delicious North Indian Chana Masala,"1-1/2 cups Kabuli Chana (White Chickpeas) - soaked overnight and boiled,1 Onion - thinly sliced,1 Tomato - thinly sliced,1 Cinnamon Stick (Dalchini),2 Cloves (Laung),1 inch Ginger - grated,1 teaspoon Ajwain (Carom seeds),1 teaspoons Coriander Powder (Dhania),1 teaspoon Red Chilli powder,1 teaspoon Garam masala powder,2 teaspoons Amchur (Dry Mango Powder),2 teaspoons Ghee,Salt - to taste,1 Onion - thinly sliced,1 Green Chilli - finely chopped","To begin making Khatte Chole Recipe, soak the white chickpea or kabuli chana overnight and in the morning boil it with enough water using a pressure cooker for 8 to 10 whistles - about 30 minutes and keep aside.Heat ghee in a large saucepan on medium heat, add ajwain, cinnamon stick and the cloves and let its aroma get released in the ghee.Add the slices onions and ginger and sauté until they are slightly soft. This will take around 3 to 4 minutes.Add sliced tomatoes, cook until the tomatoes turns mushy.Once the tomatoes have softened add the spice powders - red chilli powder, garam masala, coriander, and amchur, and cook until the ghee leaves the sides.Add the boiled kabuli chana, season with salt and let it simmer for 20 minutes until the Khatte Chole gets well coated with the masala. Once done, check the salt and spices and adjust to suit your taste.Serve the Khatte Chole Recipe along with Gehu Bajra Thepla or Bhatura Recipe along with the fresh onion salad and Masala Chaas Recipe for the weekend brunch.",North Indian Recipes,Lunch,Vegetarian,Punjabi,1,90,4,http://www.archanaskitchen.com/khatte-chole-recipe
Karela Thepla Recipe - Bitter Gourd Indian Flat Bread,"1 cup Whole Wheat Flour,1/2 cup Gram flour (besan),2 to 3 tablespoons Karela (Bitter Gourd/ Pavakkai) - grated,1 teaspoon Ajwain (Carom seeds),1 inch Ginger - grated,2 Green Chillies - ground to paste,Salt - to taste,1/2 teaspoon Red Chilli powder,1/2 teaspoon Cumin powder (Jeera),1 teaspoon Turmeric powder (Haldi),1-1/2 teaspoons Ghee - or oil,1/2 cup Lukewarm Water,2 tablespoons Butter - melted","To begin making the Karela Thepla Recipe, in a large mixing bowl, add wheat flour and besan along with grated karela, ajwain, turmeric, red chili powder, cumin powder, green chili paste, ginger paste, ghee/oil and mix well with a spoon or fork.Now slowly add warm water and knead the flour mix to make a soft dough.Heat a flat bottomed tawa and meanwhile prepare the theplas. Pinch a lemon sized ball from the dough and roll out to make a thin roti on the dusted floor.Once the tawa is hot, place the thepla on the tawa and dry roast it from both sides.Now brush some melted butter on both sides of the thepla one by one and roast till golden in colour.Transfer the thepla on a serving plate and serve hot. Serve Karela Thepla along with Tomato Onion Cucumber Raita and Aam Ka Achaar for a light lunch or breakfast.",Indian,Lunch,Diabetic Friendly,Gujarati,1,50,4,https://www.archanaskitchen.com/karela-thepla-recipe-bitter-gourd-indian-flat-bread
Rajma Cutlet (Kidney Beans Patties) Recipe,"1 cup Rajma (Large Kidney Beans) - soaked and pressure cooked,2 Potato (Aloo) - cooked and smashed,1 teaspoon Red Chilli powder,1/2 teaspoon Garam masala powder,Salt - as required,1/2 teaspoon Fennel Powder,3 tablespoons All Purpose Flour (Maida),1/2 cup Whole Wheat Bread crumbs,Sunflower Oil - as required","To begin with Rajma Cutlet, firstly take the potatoes and kidney beans in a mixing bowl. Add red chilli powder, fennel seed powder, garam masala powder and salt in the mixture and mix everything well.Once it is done, make medium sized patties out of this mixture.In a different bowl, mix all-purpose flour with enough water to make a paste.Dip the patties in the flour paste and roll them gently in the bread crumbs.Once finished, arrange them in the fridge for an hour.After an hour, heat oil in a deep fry pan to fry the cutlets. Drop the cutlets and cook on both sides until they turn golden brown.Serve Rajma Cutlets with Dhaniya Pudina Chutney and Masala Chai during your tea time break.",Indian,Snack,Vegetarian,Punjabi,1,60,4,http://www.archanaskitchen.com/rajma-cutlet-kidney-beans-patties-recipe
Dal Bukhara Recipe (Punjabi Style Black Urad Dal),"1 cup Black Urad Dal (Whole) - soaked overnight,1 Onion - finely chopped,3 Tomatoes - pureed,1 Ginger Garlic Paste,2 Green Chillies,2 tablespoon Butter,1 teaspoon Cumin seeds (Jeera),1 Kasuri Methi (Dried Fenugreek Leaves),Salt - to taste,1 teaspoon Red Chilli powder,1 teaspoon Chaat Masala Powder,1 teaspoon Garam masala powder,1 teaspoon Cumin powder (Jeera),1/4 cup Fresh cream","To begin making the Dal Bukhara recipe, pressure cook the black grams with required cups water till done. Remove and mash the dal mixture.Heat butter in a heavy bottomed pan. Splutter cumin and bay leaf. Add onions, green chilli, ginger garlic paste and saute till light brown.Add tomato puree and salt. Mix everything well and cook for about 3 to 5 minutes.After 3 to 5 minutes, add all the spice powder including Kasuri methi, red chilli powder, chaat masala, cumin powder, turmeric powder and cook for two minutes.After 2 minutes, add the dal mixture, required the amount of water and let it simmer for few minutes.Finally, add garam masala powder and cream and cook for 2 to 3 minutes. Serve hot.Serve Dal Bukhara along with Bharma Baingan and Phulka for a weekday meal.",Punjabi,Dinner,Vegetarian,Punjabi,1,80,4,http://www.archanaskitchen.com/dal-bukhara-recipe-punjabi-style-black-urad-dal
Rose Lassi Recipe,"2 cups Curd (Dahi / Yogurt),1 cup Chilled water,3 tablespoons Sugar,2 tablespoons Rose syrup,Ice cubes - a few,Pistachios - a few","To begin making the Rose Lassi Recipe, into the Preethi Zodiac blender tall jar add the yogurt, chilled water, rose syrup, sugar and a few ice cubes. Turn on the puree mode and blend to make a smooth lassi.Check sugar and add more if required.Transfer the Rose Lassi into serving glass and sprinkle chopped pistachios on the top and serve chilled. Serve Rose Lassi during the Holi festival or any special occasion with Mirchi Bajji and Matar Samosa Chaat to your friends and family.",North Indian Recipes,Snack,Vegetarian,Punjabi,1,15,4,https://www.archanaskitchen.com/rose-lassi-recipe
Amritsari Dry Dal Recipe - Amritsari Sookhi Dal Recipe,"1/2 cup black urad dal (split), 2 onions - cut into thin and straight, 2 tomatoes - finely chopped, 3 green chillies - finely chopped, 1/2 inch ginger - tighten, 1/2 cup coriander leaves Finely chopped salt - 1/2 tsp red chilli powder, 1/2 tsp coriander powder, 1/2 tsp turmeric powder, 1 tbsp oil, 1/2 tsp celery, 1/2 Teaspoon cumin, asafetida - a pinch, 1/4 cup coriander - finely chopped","To make Amritsari dry dal recipe, first wash the urad dal 3 to 4 times and soak it in water for 30 minutes. Now heat oil in a pan. Add celery, cumin, asafoetida and cook till the cumin seeds crackle. Now add green chili, garlic, onion, salt and cook till the onion becomes soft. After the onion becomes soft, add tomato, red chilli powder, coriander powder, turmeric powder and cook till the tomato becomes soft. Now add urad dal and some water. Cover the pan and cook till the lentils are cooked. Add a little water as it is a dry pulse. Turn off the gas, garnish with green coriander and serve. Serve the Amritsari Dry Dal Recipe with Tawa Paratha and Bundi Raita for dinner.",Punjabi,Dinner,Vegetarian,Punjabi,1,50,4,https://www.archanaskitchen.com/amritsari-sookhi-dal-recipe-in-hindi
Sarson Ka Saag Recipe - Classic North Indian Saag Recipe,"500 grams Mustard greens - washed and roughly chopped,250 grams Spinach Leaves (Palak) - washed and roughly chopped,250 grams Bathua leaves - washed and roughly chopped,1 teaspoon Makki Ka Atta (Yellow Corn Meal Flour),2 inch Ginger - finely chopped,4 cloves Garlic - finely chopped,1 Onion - thinly sliced,3 Green Chillies - slit into half,1/2 teaspoon Red Chilli powder,1/2 teaspoon Garam masala powder,1/2 teaspoon Coriander Powder (Dhania),Salt - to taste,4 tablespoons Ghee","To begin making the Sarson Ka Saag Recipe, we will first steam the leaves together along with a little salt until soft and yet green. For this, you can use a steamer or a pressure cooker.Place all the leaves in the pressure cooker, add a little salt and 3 tablespoons of water. Cover the pressure cooker and cook until you hear one whistle. After the first whistle turn off the heat.Place the cooker under running water and release the pressure immediately and add the Makki ka atta. This process of releasing the pressure immediately will help keep the greens green.Allow it to cool. You can either puree the saag or use a masher and mish mash the greens to make it soft and mushy. The way you like to present it is purely your choice.Heat a teaspoon of ghee in a heavy bottomed pan; add the ginger, garlic, onions and green chillies. Saute all the ingredients together on low heat until the onions are completely tender and soft and lightly browned.You can optionally cover the pan partly to create steam to cook the onions. This process of cooking consumes less oil.Once the onions are well softened, stir in the steamed sarson ka saag, red chilli powder, garam masala powder and coriander powder. Turn the heat to high and give the mixture a quick boil for a couple of minutes, so that the greens get the flavours from the spices and onions. Turn off the heat, check the salt and adjust to taste accordingly. Transfer the Sarson Ka Saag to a serving bowl and serve hot.Serve the Sarson Ka Saag along with Makki Ki Roti with a dollop of white butter and jaggery and end it with a Masala Chaas.",Punjabi,Side Dish,High Protein Vegetarian,Punjabi,1,55,4,https://www.archanaskitchen.com/sarson-ka-saag-a-north-indian-recipe-of-mustard-leaves
Rajma Saagwala (Dry Kidney Beans And Spinach Stir Fry) Recipe,"1 cup Rajma (Large Kidney Beans) - boiled,2 cups Spinach Leaves (Palak) - roughly chopped,Sunflower Oil - as required,1 teaspoon Cumin seeds (Jeera),1 Onion - finely chopped,5 Garlic - cloves,1 Green Chilli - finely chopped,1/4 teaspoon Turmeric powder (Haldi),1/2 teaspoon Garam masala powder,Asafoetida (hing) - A pinch,Salt - to taste","To begin making Rajma Saagwala recipe, pressure cook the overnight soaked rajma for two whistles in a pressure cooker and keep it aside.Now heat a wok in medium flame, pour oil, add the cumin seeds and a pinch of asafoetida and let it crackle.Add the finely chopped garlic and sauté till aromatic.Add the finely chopped onion and green chilli and cook till the onions become translucent.Add the roughly chopped spinach and cooked rajma and give it a stir.Now add the turmeric, garam masala powder and season with salt and mix well.Let the vegetable cook in medium flame for 10 minutes, occasionally keep stirring in between.Once done, switch off the flame and it is ready to be served. Serve Rajma Saagwala as a side dish with Rabodi Ki Sabji and Whole Wheat Lachha Parathas for a delicious weekday meal.",North Indian Recipes,Lunch,Vegetarian,Punjabi,1,35,4,https://www.archanaskitchen.com/rajma-saagwala-dry-kidney-beans-and-spinach-stir-fry-recipe
Kesar Pista Lassi Recipe - Saffron & Pista Lassi Recipe,"1 cup Curd (Dahi / Yogurt) - (low fat),1 tablespoon Sugar - or honey,1/4 cup Fresh cream,3-4 Saffron strands,1 teaspoon Pistachios,Ice cubes - a few","To begin making Kesar Pista Lassi Recipe, add the dahi, pista, saffron, cream and sugar into a mixer grinder.Blend to make a delicious Kesar Pista Lassi. Its your personal preference if you would like the lassi to be smooth or little chunky.Once done transfer the Kesar Pista Lassi into a serving glass add a few ice cubes and garnish with saffron strands and serve the Kesar Pista Lassi chilled for the summers.Serve the Kesar Pista Lassi Recipe along with Peshawari Naan, Malai Kofta for a special weekend lunch or dinner.",Indian,Side Dish,Vegetarian,Punjabi,1,25,2,https://www.archanaskitchen.com/kesar-pista-lassi-recipe-saffron-pista-lassi-recipe
Bhaat Na Rasawala Muthia Dhokla Recipe | Gujarati Rasiya Dhokla,"1-1/2 cups Cooked rice,1/2 cup Gram flour (besan),1/2 teaspoon Red Chilli powder,1/4 teaspoon Turmeric powder (Haldi),1 teaspoon Salt,2 tablespoons Gram flour (besan),1 cup Curd (Dahi / Yogurt),3-1/2 cups Water,1/2 teaspoon Turmeric powder (Haldi),1/2 teaspoon Red Chilli powder,Salt - to taste,1 Green Chilli - slit,1 inch Ginger - finely chopped,1 Bay leaf (tej patta) - torn,1 inch Cinnamon stick - broken,1 tablespoon Ghee,1 teaspoon Cumin seeds (Jeera),1 inch Cinnamon stick - broken,1 sprig Curry leaves - torn","To make Bhaat Na Rasawala Muthia Dhokla, prep all the ingredients and keep them ready.Into a large mixing bowl, combine all the muthia dhokla ingredients and mash the rice well until it forms a dough like consistency.Grease your palms, shape into small ovals (muthias) and keep aside.For kadhi, into a sauce pan combine the dahi, besan, turmeric powder, salt and red chilli powder and mix well to combine until there are no lumps.Add the 3 cups of water and bring to a brisk boil. Keep whisking the Kadhi as it continues to boil, as this makes it smooth and creamy, thus giving it a perfect texture.Once the kadhi has come together into a smooth and creamy mixture while it is boiling, turn the heat to low, add the ginger garlic, green chillies, cinnamon stick and simmer kadhi while we add the muthias.Add the muthia into the kadhi. Simmer for at least 5 minutes and you will notice the muthia‘s rising to the top and floating. Once it begins to float to the top, simmer the Bhaat Na Rasawala Muthia Dhokla for another 2 minutes.The final step is to prepare the tadka. Heat ghee in a saucepan on medium heat; add the cumin seeds and allow them to crackle. Stir in the curry leaves, cinnamon and give it a stir. Gradually, add the seasoning mixture to the above Rasiya Dhokla/Bhaat Na Rasawala Muthia Dhokla and allow the mixture to come to a brisk boil and turn off the heat.Serve the Bhaat Na Rasawala Muthia Dhokla as a one dish meal for any weeknight dinner when you are looking for a comforting meal.",Gujarati Recipes,Dinner,Vegetarian,Gujarati,1,40,6,https://www.archanaskitchen.com/bhaat-na-rasawala-muthia-dhokla-recipe-gujarati-rasiya-dhokla
