name,ingredients,instructions,cuisine,course,diet,region,tier,total_time_mins,servings,url
Tomato Curry Leaf Chutney With No Onion No Garlic Recipe,"4 Tomatoes - finely chopped,2 sprigs Curry leaves,2 Green Chillies - finely chopped,1/2 teaspoon Turmeric powder (Haldi),1 sprig Coriander (Dhania) Leaves - finely chopped,Salt - or rock salt to taste,1 pinch Sugar","We begin making the Tomato Curry Leaf Chutney With No Onion No Garlic Recipe by heating the kadai with oil and add all the ingredients.Saute for about 15 minutes till the tomatoes become mushy and the raw smell goes away.Once it has cool down , blend it in a mixer till it becomes a smooth paste.Serve your Tomato Curry Leaf Chutney With No Onion No Garlic Recipe with Rajgira Panner Paratha Recipe to enjoy your morning breakfast.",South Indian Recipes,Side Dish,Vegetarian,other,2,40,4,http://www.archanaskitchen.com/tomato-curry-leaf-chutney-with-no-onion-no-garlic-recipe
Baked Oats and Whole Wheat Kachori Stuffed with Peas Recipe,"1 cup Whole Wheat Flour,1/2 cup Instant Oats (Oatmeal),1/4 cup Extra Virgin Olive Oil,1 teaspoon Salt,1 teaspoon Ajwain (Carom seeds),Water - to knead,1 cup Green peas (Matar),1 Green Chilli,1 sprig Coriander (Dhania) Leaves,1 teaspoon Amchur (Dry Mango Powder),1 teaspoon Chaat Masala Powder,1 teaspoon Red Chilli powder,Salt - to taste","We begin making the Oats and whole wheat Kachori stuffed with Peas Recipe make dough for the outer layer first, add whole wheat flour, oats and ajwain, salt, and oil in a mixing bowl and mix well with fingers and palm.Add water to make a smooth and firm dough. Rest the dough for 15 minutes. Once it is done resting, divide the dough into small equal rounds. While the dough is resting make the stuffing, grind all the ingredients mentioned in the list to a coarse mixture and keep it aside.Now to stuff the dough with filling, take one ball and press the sides of dough with fingers so that the center of the kachori is a little thick.Fill the center with a tablespoon of stuffing and seal it from all sides to form the kachori. Repeat the same for the rest of the kachoris.Meanwhile, preheat Oven to 180 degrees Celsius for 10 minutes. Place an aluminum foil on a baking tray and brush it with oil.Place kachoris at a half inch distance from each other and brush upper portion of kachoris with oil. Bake in oven for 20 minutes at 180 degrees Celsius. You can brush it with honey to give a nice golden colour. Serve the Oats and whole wheat Kachori stuffed with Peas Recipe along with cup of Masala Chai Recipe - Indian Spiced Tea or you use it to make a Raj Kachori Recipe for your evening snack.",North Indian Recipes,Snack,Vegetarian,other,2,65,4,http://www.archanaskitchen.com/oats-and-whole-wheat-kachori-stuffed-with-peas-recipe
Stuffed Onion Vegetable Recipe - Bharwa Pyaz Ki Sabzi Recipe,"20 small onions, 1 tsp red chili powder, 1 tsp turmeric powder, 1 tsp mango powder, 1 tsp coriander powder, salt - as per taste, 6 cloves garlic - finely chopped, 1 inch ginger - finely chopped, 2 Sprig coriander - finely chopped","To make the Bharwa Onion Vegetable Recipe, first make two cuts on the top of the onion. Take care not to cut it completely. In a mixing bowl, add red chili powder, turmeric powder, mango powder, coriander powder, salt and mix. Add a little water to it and make a paste. With the help of your hand, fill this spice inside the onion. Keep the remaining paste separately. Now heat oil in a pan. Add ginger, garlic and cook for 30 seconds. After 30 seconds, add the filled onions, remaining paste and mix it. Now take hot water in a bowl and put tamarind in it. After 3 to 4 minutes, remove the tamarind and put the tamarind water in the onion. Cover the pan and cook till the onion becomes soft. Between the bitches After cooking, garnish with green coriander and serve. Serve the Bharwa Onion Vegetable Recipe along with Punchmel Dal, Bundi Raita and Phulka for dinner.",North Indian Recipes,Side Dish,Vegetarian,other,2,25,4,https://www.archanaskitchen.com/bharwa-pyaz-ki-sabzi-recipe-in-hindi
Aam Panna Pani Puri Recipe,"18 Pani Puris,2 Potato (Aloo) - boiled,1/4 cup Green Moong Sprouts - 1/4 cup green moong sprouts,Salt - to taste,1 teaspoon Cumin powder (Jeera),1 teaspoon Chaat Masala Powder,1/2 teaspoon Red Chilli powder,1 Mango (Raw),10 Mint Leaves (Pudina),1 teaspoon Cumin powder (Jeera),Black Salt (Kala Namak) - to taste,1/2 teaspoon Black pepper powder,2 tablespoons Sugar","To begin making the Aam Panna Pani Puri Recipe, we will first make the Aam Panna Pani. In a pressure cooker, peel the raw mango and add the whole raw mango along with 1/2 cup of water and pressure cook for 4 whistles. It has to be cooked until they become soft and tender. Turn off the flame. Allow the pressure to release naturally. Open the lid, drain the water, transfer the mangoes into a bowl and allow the mangoes to cool . Extract the pulp from the cooked raw mango and discard the seed. You will be left with the cooked raw mango pulp. In the bowl with the cooked raw mango pulp, add in the mint leaves, cumin powder, black salt , black pepper powder and sugar. Transfer this mixture into a mixer jar and grind into a smooth puree.Transfer the aam panna into a serving bowl, add 1 cup of water and mix well. Check the taste and spices and adjust accordingly. Chill the Aam Panna Pani in the refrigerator.For the Pani Puri filling, in a mixing bowl, mash the potatoes, add the green moong sprouts and the dry masalas- chaat masala, cumin powder and red chilli powder. Mix well. Check the taste of the aloo masala and adjust salt or seasoning if required.Serve Aam Panna Pani Puri Recipe, by slightly cracking the puris on the top to make an opening, stuff the potato-sprouts filling, fill it with the Aam Panna Pani. Serve Aam Panna Pani Puri Recipe as an appetizer along with a fun party meal of Rawal Pindi Style Chole Recipe, Bhatura , Mumbai Style Tawa Pulao Recipe with Moong Sprouts and finish of with a dessert of Double Ka Meetha Recipe With Mixed Nuts Rabri.",North Indian Recipes,Appetizer,Vegetarian,other,2,35,4,http://www.archanaskitchen.com/aam-panna-pani-puri-recipe
Sepu Vadi Recipe (Himachali Split Urad Dal Dumplings In Spinach Gravy),"1/2 cup Black Urad Dal (Split) - soaked overnight,1-2 Green Chillies - chopped,1 inch Ginger,Salt - to taste,1 pinch Enos fruit salt - or soda,1/4 teaspoon Lemon juice,1/4 teaspoon Sunflower Oil - 1⁄4 and more for frying vadis,200 grams Spinach,1 cup Curd (Dahi / Yogurt),1 tablespoon Mustard oil,1 Dry Red Chilli - deseeded,2 Cloves (Laung),1 Cinnamon Stick (Dalchini),2 Cardamom (Elaichi) Pods/Seeds - pounded,1 Bay leaf (tej patta),1/2 teaspoon Cumin seeds (Jeera),1 Green Chilli - finely chopped,1 pinch Asafoetida (hing),1 teaspoon Coriander Powder (Dhania),1 teaspoon Cumin powder (Jeera),1/2 teaspoon Red Chilli powder,1/4 teaspoon Fennel Powder,1/4 teaspoon Black pepper powder - freshly crushed,1 teaspoon Dill leaves,Salt - to taste","For the Dumplings (Vadi)To make Sepu Vadi Recipe (Himachali Split Urad Dal Dumplings In Spinach Gravy), make the dumplings by washing and soaking urad dal (split black gram) in about 1.5-2 cups water overnight.Drain and wash the dal.Heat water in a steamer and let it boil.In a blender/grinder jar, combine washed and drained urad dal, ginger, green chilli and grind to make a smooth paste adding about 1⁄4 cup water gradually, so that the mixture is very thick and forms a paste.Take the paste in a bowl and add salt. Whisk it well till it becomes light and fluffy.Add eno and lemon juice and immediately transfer the mixture to a greased plate and steam for about 15-20 minutes.Remove from steamer and insert a toothpick to check whether it is done. If toothpick comes out clean, our vadi is ready. If it doesn’t come out clean, steam for another few minutes more.Meanwhile heat enough oil in a deep frying pan to fry the vadis.Cut the steamed vadis into square pieces.Deep fry the vadi pieces in hot oil till they are crisp and golden in colour.For the Palak PureeSoak Palak leaves in a bowl of water and pinch of salt for about 5 minutes.Remove the stems from the leaves. Roughly chop the leaves.Add water in a wide pan and bring to a boil. Then add spinach leaves and cook for 2 minutes.Immediately remove and soak the leaves in a bowl of ice cold water for a minute. Drain all the excess water.In a mixer/blender jar, add blanched palak leaves, dill leaves and about 1-2 tablespoons water and blend till you get a smooth puree.Keep the spinach puree aside.For the GravyHeat oil in a kadai. Add dry red chilli, cloves, cinnamon, cardamom, bay leaf and cumin seeds.Once they splutter, add green chilli and hing. Saute for a couple of seconds.Now turn off the flame and add jeera powder, dhaniya powder, red chili powder, fennel powder and black pepper powder. Mix well. Turn on the flame and saute for 1-2 minutes on a low flame so that spice powders does not burn.Add spinach puree and cook for about 2-3 minutes.Now add salt, whisked curd and the fried sepu vadis and let it simmer for 5-6 minutes. At this stage, you may add required quantity of water as per the consistency of the gravy you prefer. Switch off heat once the gravy is well combined.Serve Sepu Vadi Recipe (Split Urad Dal Dumplings In Spinach Gravy) with Papad Parathas Recipe, Pudina Tawa Paratha (Mint Leaf Skillet Flat Bread) or steamed rice.",Himachal,Side Dish,High Protein Vegetarian,other,2,55,3,http://www.archanaskitchen.com/sepu-vadi-recipe-himachali-split-urad-dal-dumplings-in-spinach-gravy
Himachali Dry Raw Mango Chutney Recipe,"1 cup Aam Papad (Sun Dried Mango) - pieces,1 cup Mint Leaves (Pudina) - washed and chopped,1/2 cup Coriander (Dhania) Leaves - washed and chopped,2 Green Chillies - chopped,1/2 tablespoon Sugar,Salt - to taste,Hot water - as required (preferably 2 cups)","To begin making the Himachali Dry Mango Chutney recipe, soak dry raw mango pieces in hot water for 10 to 15 minutes so that they become soft and tender. Strain the mango pieces and keep the water aside. In a mixer- jar, combine the raw mango pieces, mint leaves, coriander leaves, green chillies, sugar, salt and some water which we kept aside and blend them to a fine paste. Add some water if required. Adjust the salt and sugar according to your taste and dry mango chutney is ready to serve.Serve Himachali Dry Mango Chutney recipe with Himachali Chana Madra and Steamed rice for a weekday meal.",Himachal,Side Dish,Vegetarian,other,2,20,3,http://www.archanaskitchen.com/himachali-dry-mango-chutney-recipe
Vegan Navratan Korma Recipe,"2 Carrots (Gajjar) - diced small,10 to 12 Green beans (French Beans) - cut into 1 inch pieces,1/2 cup Cauliflower (gobi) - cut into florets,2 Potatoes (Aloo) - boiled and diced,1/2 cup Tofu - diced,2 Onions - sliced,6 Green Chillies,2 tablespoon Ginger Garlic Paste,1/2 teaspoon Turmeric powder (Haldi),1/2 teaspoon Red Chilli powder,3-4 Cardamom (Elaichi) Pods/Seeds - powdered,1 Black cardamom (Badi Elaichi),3 Cloves (Laung),1 inch Ginger,1 cup Coconut Yogurt - optional,1/2 cup Coconut milk - thick,Mint Leaves (Pudina) - as needed,6-8 Saffron strands,Edible Silver Foil/Leaf (Chandi Ka Vark) - optional,Pineapple - few pieces,2 tablespoons Raisins,6-8 Cashew nuts - toasted,1 tablespoon Badam (Almond) - sliced,1 tablespoon Pistachios - sliced,1/2 Garam masala powder - optional,Coconut Oil - cold pressed,1-1/2 tablespoons Poppy seeds,10 Cashew nuts - whole,15 Badam (Almond)","To begin making the Vegan Navratan Korma, soak cashews and almonds reserved for the paste in water for 40 minutes. Grind this to a smooth paste along with poppy seeds and set aside.Chop all the vegetables and gather all the ingredients required for the korma.Steam the vegetables with a pinch of salt until tender, make sure they hold the shape.Grind the poppy seeds, cashew and almonds into a smooth paste, adding little water. Keep the nut-seed mixture aside.In a large pan heat some oil, add cloves, cinnamon, green cardamom and black cardamom, now add sliced onions, ginger and garlic paste and saute this the raw smell disappears, add green chillies and cook briefly. Let this mixture cool down to room temperature.Now add these ingredients into a mixie jar and grind to smooth.Return this gravy into the pan add turmeric powder, red chilli powder and some salt and cook for 3-4 minutes.Now to this mixture add the coconut yogurt, coconut milk and the nut-seed paste and mix to well and cook for 4-5 minutes or until the korma thickens.Add the cooked vegetables, tofu and a cup of water and cook until the korma comes together. This should take around 4-5 minutes. Add little water to loosen the korma if required. Add salt and adjust the seasoning. Finally sprinkle the garam masala if using and give it a stir.In a small pan heat some coconut oil and gently fry cashews and sultanas, turn off the heat add sliced almonds and pistachios and roast for a few seconds. Spoon the Vegan Navratan Korma into a serving bowl, place the chandi ka varq if using, top it with cashews, sultanas, almonds and pistachios. Now arrange slices of pineapple, saffron and mint leaves on top.Serve the Vegan Navratan Korma along with a Paneer Pulao with Green Peas and Tadka Raita Recipe (Spiced Curd With Onions) to make a delicious weeknight dinner or even serve as a main course for parties.",North Indian Recipes,Lunch,Vegan,other,2,90,4,https://www.archanaskitchen.com/vegan-navratan-korma-recipe
Lentils and Mixed Grains Khichda Recipe,"1/4 cups Broken Wheat (Dalia/ Godumai Rava) - soaked for 3 hours,1/4 cup Bajra (seeds) - soaked for 3 hours,1/4 cup Jowar Seeds - soaked for 3 hours,1/4 cup Chana dal (Bengal Gram Dal),1/4 cup Masoor Dal (Whole),1/2 cup Rice,4 cloves Garlic - crushed,2 inch Ginger - crushed,2-3 Green Chilli,2 sprigs Curry leaves,1/4 cup Coriander (Dhania) Leaves,1 teaspoon Cumin powder (Jeera),2 teaspoons Red Chilli powder,1 teaspoon Turmeric powder (Haldi),3 teaspoons Garam masala powder,1/2 teaspoon Asafoetida (hing),Sunflower Oil - for cooking,3 Onions - finely chopped,1 tablespoon Lemon juice,Salt - to taste","To prepare the Lentils and Mixed Grains Kichada Recipe, first get all the ingredients handy.Drain water from the soaked wheat and bajra and grind them in a mixer grinder to make a coarse paste.Pour water (5 cups) in a deep kadai just enough to cook the coarse grain mixture.Add 1 cup of rice and chana dal to the boiling mixture.After 10 minutes when the rice is half done, add in masur dal, turmeric powder, salt and mix well. Allow it to cook further for about 10 minutes on a medium flame.Take another deep frying pan to heat oil. Once the oil is hot, fry in onions till golden brown.Add in green chillies, ginger garlic paste and jeera powder and mix it well.Simmer the flame to toss in red chilli powder, garam masala powder, curry leaves and hing powder. Saute for half a minute.Slowly add cooked cereals to it and mix until the masala blends in it evenly.Garnish the Lentils and Mixed Grains Kichada Recipe with a generous pinch of finely chopped coriander, a few rings of onion and lemon for the dish to look as yummy as it tastes.",Rajasthani,Dinner,High Protein Vegetarian,other,2,60,4,http://www.archanaskitchen.com/lentils-and-mixed-grains-kichada-recipe
Chettinad Pakora Curry Recipe,"1/2 cup Chana dal (Bengal Gram Dal) - soaked for 20 minutes,2 Dry Red Chillies,1 teaspoon Fennel seeds (Saunf),Salt - to taste,Sunflower Oil - for frying the pakodas,1 Onion - finely chopped,1 Tomato - finely chopped,1 Green Chillies - finely chopped,7 cloves Garlic - finely chopped,2 teaspoons Coriander Powder (Dhania),1 teaspoon Red Chilli powder,1 Cinnamon Stick (Dalchini),1 Bay leaf (tej patta),2 Cardamom (Elaichi) Pods/Seeds,1 teaspoon Fennel seeds (Saunf),1 sprig Curry leaves,2 teaspoons Coriander (Dhania) Leaves - finely chopped for garnish,1 tablespoon Sunflower Oil,Salt - to taste,2 tablespoons Fresh coconut,1 teaspoon Poppy seeds,1 teaspoon Fennel seeds (Saunf),5 Cashew nuts,2 tablespoons Roasted Gram Dal (Pottukadalai)","To begin making Chettinad Pakoda Curry Recipe, we first prepare making the batter for the pakodas.Soak the channa dal along with red chillies for 20 minutes and then grind it with fennel seeds, salt using a mixer grinder to a coarse paste with very little water.Now, heat oil in a pan, and drop a spoon full of the pakoda mix into the oil and fry until golden brown in medium heat.Remove it on a kitchen towel and keep aside.Like wise, prepare the next batch of the pakodas with the remaining batter and keep aside.Now, grind the ingredients mentioned in the 'to grind' table to a smooth paste using a mixer grinder and keep aside.To prepare the gravy, heat oil in a pan, add the bay leaf, cinnamon stick, cardamom and let it release its aroma into the oil.Add the fennel seeds, curry leaves and let it splutter.Add the garlic and fry until golden brown.Add the finely chopped onions and saute until transparent.Add the tomatoes, green chillies, a pinch of saute and saute until the tomatoes are mushy.Add the coriander and red chilli powder and saute for a minute.Now, add the ground paste, 1.5 cups of water, salt and simmer until the masala paste is cooked well and the gravy comes together.Add in the prepared pakodas and simmer for another 5 minutes.The gravy will eventually be watery, but the pakodas will soak up the water and thicken the gravy.Switch off the flame and garnish with coriander leaves.Serve the Chettinad Pakoda Curry Recipe along with Tawa Parathas or Roti's, Steamed Rice, Poondu Rasam and Papad.",Chettinad,Side Dish,Vegetarian,other,2,50,4,https://www.archanaskitchen.com/chettinad-pakoda-curry-recipe
Banana Pomegranate Raita Recipe - Kela Anar Raita,"1 cup yogurt, 1 cup banana - fried, 1/4 cup pomegranate, 1/4 teaspoon red chili powder, 1 teaspoon sugar, 1/2 teaspoon cumin powder - take it out, 1 teaspoon Dijon mustard, salt - According to taste","To make Banana Pomegranate Raita, firstly add curd, salt, red chili powder, sugar, Dejon mustard and cumin powder in a bowl. Mix well. After mixing, add pomegranate and banana. Put the bowl in the fridge for 2 hours and mix. Serve. Serve banana pomegranate raita with gourd elder greens and phulka for dinner.",Indian,Side Dish,Vegetarian,other,2,150,2,http://www.archanaskitchen.com/kela-anar-raita-recipe-in-hindi
Dhania Wale Aloo Recipe - Coriander Potato Dry,"500 grams Baby Potatoes,1/2 teaspoon Cumin powder (Jeera),1/2 teaspoon Black pepper powder,1/2 teaspoon Garam masala powder - optional,2 teaspoons Lemon juice,2 teaspoons Sesame seeds (Til seeds) - dry roasted,1 tablespoon Ghee - or clarified butter,Rock Salt - you can use the normal salt too,1 cup Coriander (Dhania) Leaves - roughly chopped,1 inch Ginger,1 Green Chilli","To begin making the Dhania Wale Aloo Recipe, wash and boil the baby potatoes in a pressure cooker to two whistles (until they are cooked yet firm), peel and keep aside.Also, dry roast sesame seeds in a pan in low heat to golden brown colour and keep aside.Next, add all the ingredients mentioned in the 'Dhania Chutney' including coriander leaves, green chillies, ginger and grind it to a smooth paste with little water using a hand blender or mixer and keep aside.Heat ghee in a heavy bottomed pan on low flame, add the cumin seeds powder, pepper, garam masala and sendha namak or rock salt.Add the boiled baby potatoes and sauté until they are mildly roasted in low heat. This will take around 10 minutes.Now, add the dhania chutney that we prepared earlier to the potatoes and give it a good toss.Let the potatoes simmer for 10 minutes, occasionally stir in-between, until the potatoes are well coated by the masala paste.Switch off the flame, add the lemon juice and give it a good toss.Garnish with toasted sesame seeds and serve hot. Serve Dhania Wale Aloo along with Phulkas and Palak Raita for a weekday lunch or dinner.",Indian,Lunch,Vegetarian,other,2,40,4,https://www.archanaskitchen.com/dhania-wale-aloo-recipe-coriander-potato-dry
Case Podimas Recipe (South Indian Style Blindine Mash),"4 Raw Banana - par boiled and grated thick,1 teaspoon Mustard seeds,1/2 teaspoon White Urad Dal (Split),1 sprig Curry leaves,1 Onion - finely chopped,1 Green Chilli - finely chopped,1 teaspoon Ginger - grated,1/2 cup Fresh coconut - grated,1 tablespoon Sunflower Oil,Salt - to taste","To begin making Vazhakkai Podimas Recipe, pressure cook the plantains along with the skin with 1/2 cup water using a pressure cooker for 2 whistles.Once the plantains are cooked, peel its skin, grate is and keep aside.Heat oil in a pan on medium flame, add the mustard seeds, urad dal and let it crackle.Add the curry leaves and let it splutter.Add the onions, green chillies and ginger and saute until the onions turns translucent.Add the grated plantains, season with salt and saute over medium heat for 5 minutes.Once its done, add the grated coconut, give it a good stir and switch off the flame.Serve the Vazhakkai Podimas Recipe along with Steamed Rice and Mixed Vegetable Sambar Recipe for the weeknight dinner.",Tamil Nadu,Side Dish,Diabetic Friendly,other,2,20,4,http://www.archanaskitchen.com/vazhakkai-podimas-recipe-south-indian-style-plantain-mash
Rajasthani Ghasela recipe - Besan Ka Pitta (Recipe in Hindi),"Oil - As per use, 1 teaspoon cumin seeds, 1/2 teaspoon asafoetida, 1 onion - finely chopped, 2 green chillies - finely chopped, green onions - little, 1-1 / 2 cup gram flour, green coriander - little, 1 teaspoon red chilli powder, 1 teaspoon turmeric powder, salt - as per taste","To make Rajasthani ghasela, first heat oil in a pan. Add cumin and asafoetida to it. After 10 seconds, add green chilies and onions. Let the onion cook till it becomes soft. Meanwhile, add gram flour and water in a bowl. Mix well and then add red chili powder, turmeric powder and salt. Mix them all and add chopped green onions. Put this mixture in the pan and keep stirring. Stir it for 20 minutes until the gram flour is cooked well. After cooking, garnish with green coriander and serve hot. Serve Rajasthani Ghasela with Garlic Dal, Bundi Raita and Phulka for dinner.",Rajasthani,Lunch,Vegetarian,other,2,30,4,https://www.archanaskitchen.com/besan-ka-pitta-recipe-in-hindi
Andhra Style Bendakaya Charu Recipe - Ladies Finger Rasam,"6 Bhindi (Lady Finger/Okra),2 Tomato - roughly chopped,6 Pearl onions (Sambar Onions) - quartered,4 Garlic,1 cup Tamarind Water,1 teaspoon Red Chilli powder,1/2 teaspoon Turmeric powder (Haldi),1/4 teaspoon Asafoetida (hing),1 teaspoon Coriander Powder (Dhania),1 teaspoon Sugar,Salt - to taste,1 teaspoon Ghee,1/2 teaspoon Mustard seeds,1/2 teaspoon Cumin seeds (Jeera),1/4 teaspoon Methi Seeds (Fenugreek Seeds),1 sprig Curry leaves,1 Dry Red Chilli - broken into half","We begin making the Andhra Style Vendakaya Charu Recipe (Ladies Finger Rasam Recipe) by placing a pressure cooker on medium flame with ghee and the mustard seeds and allow them to splutter, next add cumin seeds, fenugreek seeds, dry red chillies, curry leaves and allow them to crackle. Next add in the chopped onions, and garlic pods. Saute till it is translucent. Then add in the tamarind water, sugar, salt, red chilli powder, turmeric powder, asafoetida, coriander powderand chopped tomatoes and okra. Stir well.Pressure cook the rasam for about 3 whistles, turn off the flame and allow the pressure to release naturally. Serve the Andhra Style Vendakaya Charu Recipe (Ladies Finger Rasam Recipe) with Chettinad Beans & Cauliflower Poriyal Recipe, hot steamed rice with a teaspoon of ghee to enrich the taste.",Andhra,Lunch,Vegetarian,other,2,25,4,https://www.archanaskitchen.com/andhra-style-vendakaya-charu-recipe-ladies-finger-rasam-recipe
Dahi Bhindi Recipe - Okra in Yogurt Curry with Caramelized Onions,"200 grams Bhindi (Lady Finger/Okra) - cut into 1 inch pieces,1 Onion - finely chopped,1 inch Ginger - grated,1 cup Curd (Dahi / Yogurt),2 tablespoons Gram flour (besan),1 teaspoon Garam masala powder,1/2 teaspoon Turmeric powder (Haldi),1/2 teaspoon Red Chilli powder,Salt - to taste,1 tablespoon Caramelized onions,Sunflower Oil - for cooking,2 tablespoons Ghee,1 teaspoon Cumin seeds (Jeera),2 Dry Red Chillies,Coriander (Dhania) Leaves - a small bunch finely chopped","To begin making the Dahi Bhindi Recipe, we will first roast the Bhindi .Heat 2 tablespoons of oil in a Wok or a Kadai; add the chopped onions and the bhindi (okra). Sprinkle some salt and sauté the bhindi and the onions on low heat. Keep the pan covered for the few minutes so the bhindi gets cooked.When covered the bhindi releases moisture, but this moisture helps it to cook and soften as well.Once you notice that it has released a little moisture and the bhindi is slightly softened, open the pan and stir fry the bhindi until it is well roasted. Make sure you roast it on medium heat. Roast the Bhindi until you notice it has begun to shrink and has browned. It should not become sticky, slimy and gooey. If it has turned this way, add a little more oil and sprinkle some gram flour/besan and stir it gently. This will absorb the sliminess.The bhindi is a tricky vegetable to cook, so it takes some practice to not making it gooey.Once the bhindi is cooked and well roasted, keep it aside till we prepare the yogurt gravy.To make the Yogurt Curry, add the yogurt into a saucepan; add the gram flour, grated ginger, garam masala powder, turmeric powder and chili powder. Whisk until smooth. Add in 1/4 cup of water and whisk again until well combined.Place the saucepan on a medium heat and allow the yogurt mixture to come to a brisk boil. Allow it to boil for a couple of minutes and then turn the heat to low. Simmer the mixture until the yogurt becomes thick and creamy. Once thick and creamy, add in the roasted bhindi and stir. Simmer for a few more minutes. Check the salt and spice levels and adjust to suit your taste.Turn off the heat and transfer the Dahi Bhindi a serving bowl. The final step is to make the seasoning. Heat a tablespoon of ghee in a Tadka Pan. Add the cumin seeds, dry red chilies and roast them until lightly browned.Pour this seasoning and the caramelized onions into the Dahi Bhindi. Stir to mix gently and finally stir in the chopped coriander leaves.Serve the Dahi Bhindi along with Phulka Recipe or Steamed Rice and Green Moong Sprout Salad for a simple weeknight dinner or even a weekend lunch.",North Indian Recipes,Dinner,Vegetarian,other,2,60,4,http://www.archanaskitchen.com/dahi-bhindi-recipe-okra-in-yogurt-curry-with-caramelized-onions
Palak Paneer Bhurji Recipe - Palak Paneer Bhurji Recipe,"200 grams cheese - pinch, 50 grams spinach - finely chopped, 2 green chillies - finely chopped, 1 onion - finely chopped, 1 tomato - finely chopped, 2 cloves garlic - finely chopped, 1/2 small Teaspoon cumin, 2 tsp red chilli powder, 2 tsp garam masala powder, 2 tsp mango powder, 1 tbsp butter, salt - as per taste, oil - as per use","To make the Palak Paneer Bhurji recipe, firstly make paneer. You can also buy cheese from outside. Steal the cheese and keep it aside. Now heat oil in a pan. Add cumin seeds and let it crackle. After the cumin seeds crackle, add ginger, garlic, green chillies, onions and cook them till the onions turn light brown. Now add tomatoes and cook till they become soft. Add the spinach and cook until the spinach is cooked. Now add red chili powder, garam masala powder, mango powder, paneer and mix well. Add the butter and cook for 3 to 4 minutes. After cooking, turn off the gas and serve hot. Serve the spinach paneer bhurji with dal makhni, boondi raita and phulka for dinner.",North Indian Recipes,Vegetarian,Vegetarian,Punjabi,1,45,4,https://www.archanaskitchen.com/palak-paneer-bhurji-recipe-spiced-cottage-cheese-scramble-with-spinach-recipe-in-hindi
Badam Halwa Recipe,"1 cup almonds, 1/2 cup ghee, 3/4 cup milk, 1 tablespoon wheat flour, 3/4 cup sugar, 2 saffron, 1 almond - silver coating (for garnish)","To make almond pudding, first soak almonds in water for 6 to 8 hours. Remove the skin from it after 8 hours. Pour the almonds in the mixer grinder and make their course mixer. Keep it aside. Now add milk, water, sugar and saffron in a saucepan. Cook until the sugar dissolves well. Now heat ghee in a pan. Add the almond mixture and roast it for 6 to 8 minutes. Cook until the almond color changes. After changing the color of the badam, slowly add milk to it. Stir until the milk dissolves. After cooking, turn off the gas and garnish with almonds. Serve almond halwa sweet after dinner.",Awadhi,Dessert,Vegetarian,other,2,35,4,https://www.archanaskitchen.com/badam-halwa-recipe-in-hindi
Tender Coconut Ice Cream Recipe,"1/2 cup Tender coconut water,1 cup Fresh cream,1/4 cup Sugar - granulated,1 cup Tender coconut meat - + Little extra,1/2 cup Condensed Milk,Honey - for glazing (Optional),Ice cream cone - (Optional)","To begin making the Tender Coconut Ice Cream recipe, in a grinder or blender, grind tender coconut meat along with tender coconut water to make a puree. Now add the full fat cream, sugar and the condensed milk into the same jar and beat everything together until well combined. Chop the extra tender coconut into small chunks and ix it into the the tender coconut ice cream.Your ice cream is all ready now. Pour this tender coconut ice cream mixture in a freezer safe bowl with a tight lid and freeze it for minimum 5-6 hours.Once the ice cream is frozen remove the bowl out, scoop the tender coconut ice cream into the serving bowl. Drizzle some honey over it and a few broken ice cream cone pieces and enjoy.Serve Tender Coconut Ice Cream as a dessert after you simple meal of Mixed Vegetable Sambar, South Indian Coconut Chutney and Ghee Masala Dosa.",Indian,Dessert,Vegetarian,other,2,360,8,http://www.archanaskitchen.com/tender-coconut-ice-cream-recipe
Milk Powder Chena Burfi Recipe,"1-1/2 liter Milk,2 tablespoons White vinegar - or lime juice,1/2 cup Sugar,1/2 cup Milk Powder,1 cup Condensed Milk,4 Cardamom (Elaichi) Pods/Seeds - crushed,3 tablespoons Ghee,1 tablespoon Pistachios - chopped,1/8 teaspoon Saffron strands - optional,1 or 2 Yellow food colour - optional","To begin making the Milk Powder Chena Burfi recipe, we need to prepare chena first. Boil the milk on high heat in a thick bottomed pan.As soon as milk starts boiling turn the heat medium and then add white vinegar or lime juice in it. Keep on stirring the milk very slowly with a spoon.In about 2-3 minutes complete whey will be separated from chena, pour the curdled milk into pan or bowl lined with a thin cotton napkin.Once you are done adding all the curdle milk then bring together the edges of the cotton napkin and gently squeeze out the remaining whey from it.Rinse the collected bundle of chena in water, by this you will get rid of the after taste and smell of both lime juice or vinegar, keep a weight on the chenna bundle for 6 to 7 minutes.Chena is ready now.Now mash the chena coarsely and add sugar, condensed milk, cardamom powder and ghee. Mix well.Now heat the mixture in a thick bottom pan.When sugar completely dissolve add milk powder and cook on medium heat with constant stirring until the mixture become thick and starts leaving the sides of the pan.Switch off the flame and spread onto a greased plate. And garnish with pistachios and saffron.Cool and cut into squares or your desire shapes. Now your delicious Milk powder chena burfi is ready to serve.Serve Milk Powder Chena Burfi during festivals or you can serve it as a dessert after your meals or during your house parties. You can also serve it as a dessert after your everyday meal of Jodhpuri Aloo, Ajwain Puri and Boondi Raita.",Indian,Dessert,Vegetarian,other,2,45,8,https://www.archanaskitchen.com/milk-powder-chena-burfi-recipe
